# Seed: 413563856
# Pattern: 3x3
# Search radius: 1000000
# chunkX,chunkZ,blockX,blockZ,distance
-935933,-923659,-14974928,-14778544,935933
936053,-802455,14976848,-12839280,936053
-696600,936658,-11145600,14986528,936658
689187,936781,11026992,14988496,936781
742253,-936942,11876048,-14991072,936942
-793601,937006,-12697616,14992096,937006
152500,-937008,2440000,-14992128,937008
937039,-879588,14992624,-14073408,937039
-495203,-937109,-7923248,-14993744,937109
61054,937116,976864,14993856,937116
707905,-937223,11326480,-14995568,937223
-377110,-937325,-6033760,-14997200,937325
753671,-937471,12058736,-14999536,937471
-382163,-937511,-6114608,-15000176,937511
-937570,856045,-15001120,13696720,937570
-812288,-937589,-12996608,-15001424,937589
937594,449517,15001504,7192272,937594
194049,-937647,3104784,-15002352,937647
937823,-514949,15005168,-8239184,937823
-241523,937973,-3864368,15007568,937973
-938114,-610525,-15009824,-9768400,938114
24055,-938500,384880,-15016000,938500
-692267,-938665,-11076272,-15018640,938665
938800,-784945,15020800,-12559120,938800
651922,938882,10430752,15022112,938882
938967,-418934,15023472,-6702944,938967
939358,567042,15029728,9072672,939358
551424,-939373,8822784,-15029968,939373
-939392,148066,-15030272,2369056,939392
-939428,274769,-15030848,4396304,939428
939602,170407,15033632,2726512,939602
180932,939641,2894912,15034256,939641
121220,939742,1939520,15035872,939742
-940015,-616850,-15040240,-9869600,940015
940044,-170540,15040704,-2728640,940044
-940282,-288777,-15044512,-4620432,940282
164448,-940318,2631168,-15045088,940318
-940374,773687,-15045984,12378992,940374
-452833,-940417,-7245328,-15046672,940417
-330472,-940521,-5287552,-15048336,940521
-940582,-296202,-15049312,-4739232,940582
-940640,89938,-15050240,1439008,940640
-940704,-932863,-15051264,-14925808,940704
-940899,-520464,-15054384,-8327424,940899
-941192,-312295,-15059072,-4996720,941192
941422,-376021,15062752,-6016336,941422
-941617,-901959,-15065872,-14431344,941617
941709,-868630,15067344,-13898080,941709
-941717,-636019,-15067472,-10176304,941717
-941848,17093,-15069568,273488,941848
158866,941859,2541856,15069744,941859
941876,626528,15070016,10024448,941876
-200583,941886,-3209328,15070176,941886
-882106,-941957,-14113696,-15071312,941957
941976,-854006,15071616,-13664096,941976
-942015,-509500,-15072240,-8152000,942015
-942144,-207869,-15074304,-3325904,942144
942285,719601,15076560,11513616,942285
469809,-942350,7516944,-15077600,942350
609748,-942364,9755968,-15077824,942364
942432,67975,15078912,1087600,942432
-942540,390356,-15080640,6245696,942540
-178054,-942644,-2848864,-15082304,942644
942701,-239086,15083216,-3825376,942701
459430,-942720,7350880,-15083520,942720
-942736,-744546,-15083776,-11912736,942736
-187646,-942924,-3002336,-15086784,942924
-943061,144019,-15088976,2304304,943061
469940,943108,7519040,15089728,943108
-943156,866199,-15090496,13859184,943156
-943235,29121,-15091760,465936,943235
-766146,943312,-12258336,15092992,943312
-117855,943314,-1885680,15093024,943314
-919344,-943316,-14709504,-15093056,943316
840970,-943333,13455520,-15093328,943333
943355,53526,15093680,856416,943355
943413,-497294,15094608,-7956704,943413
-943421,-538670,-15094736,-8618720,943421
943744,-55178,15099904,-882848,943744
-943814,-365365,-15101024,-5845840,943814
943909,566768,15102544,9068288,943909
-943979,-389590,-15103664,-6233440,943979
250917,-943990,4014672,-15103840,943990
-297964,944017,-4767424,15104272,944017
-944109,-321189,-15105744,-5139024,944109
944296,-102458,15108736,-1639328,944296
-715924,-944296,-11454784,-15108736,944296
-944302,261607,-15108832,4185712,944302
-944403,142936,-15110448,2286976,944403
-944502,352291,-15112032,5636656,944502
-93582,-944565,-1497312,-15113040,944565
-944594,709842,-15113504,11357472,944594
-944771,-358778,-15116336,-5740448,944771
-532859,-944787,-8525744,-15116592,944787
102372,944790,1637952,15116640,944790
-304358,944865,-4869728,15117840,944865
-944922,-390011,-15118752,-6240176,944922
541367,944927,8661872,15118832,944927
944939,-360614,15119024,-5769824,944939
240398,944972,3846368,15119552,944972
-945054,374948,-15120864,5999168,945054
219871,945073,3517936,15121168,945073
-204136,945166,-3266176,15122656,945166
945213,-804996,15123408,-12879936,945213
945404,-835611,15126464,-13369776,945404
477294,-945436,7636704,-15126976,945436
-350522,945455,-5608352,15127280,945455
-555669,-945768,-8890704,-15132288,945768
131685,945840,2106960,15133440,945840
-945877,-45095,-15134032,-721520,945877
-37844,945939,-605504,15135024,945939
946062,-283515,15136992,-4536240,946062
-939691,-946130,-15035056,-15138080,946130
-946149,202028,-15138384,3232448,946149
946195,364138,15139120,5826208,946195
-946232,-734925,-15139712,-11758800,946232
-946235,731103,-15139760,11697648,946235
705612,-946266,11289792,-15140256,946266
946317,-326407,15141072,-5222512,946317
946386,74249,15142176,1187984,946386
308849,-946525,4941584,-15144400,946525
946623,800231,15145968,12803696,946623
-320975,-946720,-5135600,-15147520,946720
-152109,946769,-2433744,15148304,946769
946780,190844,15148480,3053504,946780
946785,357883,15148560,5726128,946785
946850,-579732,15149600,-9275712,946850
830890,947053,13294240,15152848,947053
-947121,370970,-15153936,5935520,947121
875333,947154,14005328,15154464,947154
-947279,705287,-15156464,11284592,947279
904161,947349,14466576,15157584,947349
947461,382630,15159376,6122080,947461
-522363,-947497,-8357808,-15159952,947497
947503,-742591,15160048,-11881456,947503
947506,-670416,15160096,-10726656,947506
947602,445085,15161632,7121360,947602
-947607,736787,-15161712,11788592,947607
195347,-947822,3125552,-15165152,947822
947832,16954,15165312,271264,947832
830129,947922,13282064,15166752,947922
947932,-173056,15166912,-2768896,947932
-948228,-553888,-15171648,-8862208,948228
-948231,-803324,-15171696,-12853184,948231
870211,-948286,13923376,-15172576,948286
-948293,-205723,-15172688,-3291568,948293
482967,-948487,7727472,-15175792,948487
-948556,802769,-15176896,12844304,948556
948996,396056,15183936,6336896,948996
-949015,912812,-15184240,14604992,949015
-683372,949018,-10933952,15184288,949018
-354350,949134,-5669600,15186144,949134
-949212,-488787,-15187392,-7820592,949212
936815,949337,14989040,15189392,949337
-949343,-927330,-15189488,-14837280,949343
-848650,949417,-13578400,15190672,949417
-949439,586913,-15191024,9390608,949439
-198597,949821,-3177552,15197136,949821
-835578,-950020,-13369248,-15200320,950020
950024,-875413,15200384,-14006608,950024
950056,-306854,15200896,-4909664,950056
-264237,950104,-4227792,15201664,950104
-614176,950146,-9826816,15202336,950146
-622933,950231,-9966928,15203696,950231
950318,-939914,15205088,-15038624,950318
950351,-374486,15205616,-5991776,950351
-684291,-950390,-10948656,-15206240,950390
113170,-950688,1810720,-15211008,950688
-695505,950689,-11128080,15211024,950689
950744,-200940,15211904,-3215040,950744
-581393,950812,-9302288,15212992,950812
950967,388999,15215472,6223984,950967
937228,-950973,14995648,-15215568,950973
-753941,951072,-12063056,15217152,951072
951106,10115,15217696,161840,951106
33500,-951146,536000,-15218336,951146
-951243,-75038,-15219888,-1200608,951243
951449,399392,15223184,6390272,951449
538680,951483,8618880,15223728,951483
-951496,-531697,-15223936,-8507152,951496
796730,951564,12747680,15225024,951564
-575197,951697,-9203152,15227152,951697
218660,-951705,3498560,-15227280,951705
-951731,99638,-15227696,1594208,951731
-951778,-540254,-15228448,-8644064,951778
951947,933464,15231152,14935424,951947
-952025,29588,-15232400,473408,952025
952087,705484,15233392,11287744,952087
952150,-907868,15234400,-14525888,952150
721320,952330,11541120,15237280,952330
492447,-952445,7879152,-15239120,952445
-585520,952492,-9368320,15239872,952492
952528,-825980,15240448,-13215680,952528
-439950,-952647,-7039200,-15242352,952647
952901,-81211,15246416,-1299376,952901
678225,952922,10851600,15246752,952922
952968,-774958,15247488,-12399328,952968
-953101,-503069,-15249616,-8049104,953101
-953103,-885050,-15249648,-14160800,953103
-784764,953140,-12556224,15250240,953140
-208264,953259,-3332224,15252144,953259
-329090,-953296,-5265440,-15252736,953296
-329090,-953297,-5265440,-15252752,953297
953331,-591558,15253296,-9464928,953331
-569212,953482,-9107392,15255712,953482
-71018,953535,-1136288,15256560,953535
953656,-518801,15258496,-8300816,953656
-884726,953980,-14155616,15263680,953980
953986,-537903,15263776,-8606448,953986
864018,-954008,13824288,-15264128,954008
954021,120612,15264336,1929792,954021
-877085,-954047,-14033360,-15264752,954047
-954090,-361882,-15265440,-5790112,954090
954144,-627833,15266304,-10045328,954144
711509,954252,11384144,15268032,954252
954309,382409,15268944,6118544,954309
919189,954510,14707024,15272160,954510
-941988,954739,-15071808,15275824,954739
-954900,731757,-15278400,11708112,954900
53180,954940,850880,15279040,954940
637195,954942,10195120,15279072,954942
-455119,954954,-7281904,15279264,954954
308335,954960,4933360,15279360,954960
-897645,955052,-14362320,15280832,955052
103125,955219,1650000,15283504,955219
955225,-15263,15283600,-244208,955225
-955258,687002,-15284128,10992032,955258
955288,286131,15284608,4578096,955288
-955299,-114183,-15284784,-1826928,955299
-955317,35896,-15285072,574336,955317
-6936,955324,-110976,15285184,955324
950256,955423,15204096,15286768,955423
57054,955522,912864,15288352,955522
751553,955817,12024848,15293072,955817
-955917,268197,-15294672,4291152,955917
-955928,238785,-15294848,3820560,955928
-956021,-445468,-15296336,-7127488,956021
-788166,-956209,-12610656,-15299344,956209
781225,956211,12499600,15299376,956211
-956245,-350647,-15299920,-5610352,956245
-165925,956294,-2654800,15300704,956294
-956308,587095,-15300928,9393520,956308
-854764,-956333,-13676224,-15301328,956333
956366,-928696,15301856,-14859136,956366
871060,956397,13936960,15302352,956397
-956445,46852,-15303120,749632,956445
-956503,-736587,-15304048,-11785392,956503
956554,177537,15304864,2840592,956554
-956638,858836,-15306208,13741376,956638
770592,956683,12329472,15306928,956683
132309,-956687,2116944,-15306992,956687
414905,-956694,6638480,-15307104,956694
-91313,-956718,-1461008,-15307488,956718
-956770,-133458,-15308320,-2135328,956770
787914,-956838,12606624,-15309408,956838
957094,-624978,15313504,-9999648,957094
753734,-957153,12059744,-15314448,957153
-957206,-280859,-15315296,-4493744,957206
-957386,922861,-15318176,14765776,957386
-957417,-752782,-15318672,-12044512,957417
-957693,-300893,-15323088,-4814288,957693
-101229,957776,-1619664,15324416,957776
830124,-957852,13281984,-15325632,957852
-957980,-467242,-15327680,-7475872,957980
-958206,-684769,-15331296,-10956304,958206
958336,-191583,15333376,-3065328,958336
-958345,881708,-15333520,14107328,958345
-295039,958399,-4720624,15334384,958399
-801810,958573,-12828960,15337168,958573
958598,319855,15337568,5117680,958598
958604,112524,15337664,1800384,958604
553798,-958624,8860768,-15337984,958624
484725,-958637,7755600,-15338192,958637
-958649,-200914,-15338384,-3214624,958649
-840826,-958717,-13453216,-15339472,958717
366511,-958828,5864176,-15341248,958828
-958839,954938,-15341424,15279008,958839
-958860,425715,-15341760,6811440,958860
-958937,353231,-15342992,5651696,958937
958987,66601,15343792,1065616,958987
-958991,315976,-15343856,5055616,958991
959058,382422,15344928,6118752,959058
-959061,-510864,-15344976,-8173824,959061
-959186,930064,-15346976,14881024,959186
-840817,959203,-13453072,15347248,959203
959246,260154,15347936,4162464,959246
-959522,951156,-15352352,15218496,959522
-358468,-959527,-5735488,-15352432,959527
-959630,-706966,-15354080,-11311456,959630
744644,959749,11914304,15355984,959749
-94692,-959784,-1515072,-15356544,959784
-959791,870806,-15356656,13932896,959791
-959912,954184,-15358592,15266944,959912
128551,-959979,2056816,-15359664,959979
-960015,519282,-15360240,8308512,960015
-705082,-960074,-11281312,-15361184,960074
-960081,416701,-15361296,6667216,960081
-960103,-337223,-15361648,-5395568,960103
337554,960430,5400864,15366880,960430
-960434,619862,-15366944,9917792,960434
-960727,131530,-15371632,2104480,960727
-960776,141896,-15372416,2270336,960776
960860,699002,15373760,11184032,960860
-424540,-960880,-6792640,-15374080,960880
474921,960908,7598736,15374528,960908
930305,960938,14884880,15375008,960938
930306,960938,14884896,15375008,960938
-613152,-960952,-9810432,-15375232,960952
-961022,496525,-15376352,7944400,961022
-230668,961064,-3690688,15377024,961064
961083,-383858,15377328,-6141728,961083
-961087,465822,-15377392,7453152,961087
-961283,-149925,-15380528,-2398800,961283
645282,-961449,10324512,-15383184,961449
-891100,961526,-14257600,15384416,961526
142653,961590,2282448,15385440,961590
149749,961627,2395984,15386032,961627
961639,-868448,15386224,-13895168,961639
-961711,-394433,-15387376,-6310928,961711
961797,468024,15388752,7488384,961797
-961939,363419,-15391024,5814704,961939
-961976,330391,-15391616,5286256,961976
-961999,858908,-15391984,13742528,961999
-13872,962024,-221952,15392384,962024
-405591,-962031,-6489456,-15392496,962031
-962073,-739783,-15393168,-11836528,962073
253043,962206,4048688,15395296,962206
-962210,-223253,-15395360,-3572048,962210
-962326,630119,-15397216,10081904,962326
962459,538182,15399344,8610912,962459
962553,-888484,15400848,-14215744,962553
962598,-209102,15401568,-3345632,962598
962660,113092,15402560,1809472,962660
-962661,533433,-15402576,8534928,962661
962914,933356,15406624,14933696,962914
963032,313527,15408512,5016432,963032
963098,172690,15409568,2763040,963098
963324,210333,15413184,3365328,963324
-963417,647486,-15414672,10359776,963417
963541,-21154,15416656,-338464,963541
963763,-305211,15420208,-4883376,963763
313313,963874,5013008,15421984,963874
-33475,-963943,-535600,-15423088,963943
118147,963954,1890352,15423264,963954
-521479,-963994,-8343664,-15423904,963994
803507,-964156,12856112,-15426496,964156
-129470,-964156,-2071520,-15426496,964156
964288,158063,15428608,2529008,964288
824480,964539,13191680,15432624,964539
964748,896517,15435968,14344272,964748
-353483,964804,-5655728,15436864,964804
-964847,95093,-15437552,1521488,964847
965005,734641,15440080,11754256,965005
223030,-965024,3568480,-15440384,965024
-965080,945008,-15441280,15120128,965080
-872255,-965395,-13956080,-15446320,965395
922150,-965602,14754400,-15449632,965602
965758,-131311,15452128,-2100976,965758
-965805,-187806,-15452880,-3004896,965805
-904521,965878,-14472336,15454048,965878
965969,-382893,15455504,-6126288,965969
965993,232449,15455888,3719184,965993
966000,545549,15456000,8728784,966000
-966029,69305,-15456464,1108880,966029
294878,966046,4718048,15456736,966046
665105,966106,10641680,15457696,966106
966123,681073,15457968,10897168,966123
966123,562894,15457968,9006304,966123
-966173,625389,-15458768,10006224,966173
966332,-874488,15461312,-13991808,966332
-434969,-966359,-6959504,-15461744,966359
-239504,-966378,-3832064,-15462048,966378
617082,-966466,9873312,-15463456,966466
-716256,-966682,-11460096,-15466912,966682
966773,-39859,15468368,-637744,966773
966814,-315574,15469024,-5049184,966814
-546145,966863,-8738320,15469808,966863
-967008,828217,-15472128,13251472,967008
-967071,360418,-15473136,5766688,967071
409339,967158,6549424,15474528,967158
967332,-635071,15477312,-10161136,967332
-504200,-967346,-8067200,-15477536,967346
-136375,967432,-2182000,15478912,967432
-459669,967540,-7354704,15480640,967540
920082,967616,14721312,15481856,967616
